,latitude,longitude,distance_to_n,neighbour,borocode
32225,40.7191,-74.0109,0.000190374931465,431779,1
32226,40.7678,-73.9915,0.000160621941629,638083,j
3223,40.7604,-73.987,1.52844765646e-05,149976,1
32230,40.7548,-73.9944,0.000151597950878,137615,j
32231,40.7606,-73.9994,0.000376331874342,484503,j
32233,40.7688,-73.9576,0.000185689988196,34619,1
32236,40.6711,-73.9355,0.000102820267959,103911,3
32238,40.7775,-73.9633,0.000225682543653,666960,1
32239,40.6927,-73.9057,0.00011799442093,705350,3
32240,40.7823,-73.951,0.000140330034639,221552,1
32241,40.7615,-73.9662,0.000164313300512,662024,1
32243,40.7835,-73.9837,7.9418536635e-05,45572,1
32248,40.8047,-73.9568,0.000119983455478,611551,1
32250,40.691,-73.9667,0.000116230500854,222481,3
32251,40.7283,-73.9816,4.31085490544e-05,491764,1
32255,40.76,-73.9926,3.32633248126e-05,624948,j
32256,40.7408,-74.0004,9.81887156219e-05,287332,1
32260,40.7845,-73.976,0.000103947824164,295325,1
32261,40.8217,-73.9455,0.000162168789836,405442,j
32263,40.7411,-73.9823,4.17875194776e-05,422063,1
32265,40.7768,-73.9816,2.03326597676e-05,187242,1
32266,40.7323,-73.9881,3.44927467437e-05,548463,1
3227,40.7687,-73.9867,0.000191451193035,133862,1
32270,40.7779,-73.9515,0.000159155536771,103316,1
32271,40.7605,-73.9678,3.74023672335e-05,561189,1
32274,40.7088,-74.0059,8.36020574873e-05,924325,1
32277,40.7045,-74.0089,0.000126565175634,880237,1
32280,40.7742,-73.9554,7.65226700037e-05,348928,1
32282,40.8291,-73.9482,2.52032868609e-05,161117,j
32284,40.7067,-74.0072,0.000179132298243,319529,1
32285,40.7601,-73.9901,0.00010852777352,198129,j
32286,40.7766,-73.9503,0.000107239354948,127411,1
32289,40.8139,-73.9442,6.01497125054e-05,273490,j
32291,40.7711,-73.9515,4.20969905592e-05,783860,1
32292,40.769,-73.9436,0.000124095943764,909371,1
32295,40.7054,-74.0095,7.57699528896e-05,936726,1
32296,40.7586,-73.9838,0.000135448408242,869059,1
32297,40.7959,-73.9742,6.67615867214e-05,99817,1
323,40.778,-73.9466,0.000118098202887,888050,1
3230,40.7466,-73.9779,1.29148028218e-05,502101,1
32300,40.7212,-73.9416,0.000117743104761,653725,3
32301,40.7486,-73.9814,5.75271463257e-05,541304,1
32303,40.7252,-73.9941,4.4547308841e-05,23595,1
32306,40.6809,-73.9375,7.39332566245e-05,12014,3
32307,40.7444,-73.9803,7.4762689695e-05,414356,1
32309,40.7482,-73.9808,3.73138509291e-05,486152,1
32313,40.7645,-73.984,6.17274153582e-05,628736,1
32314,40.7479,-73.9894,0.000211098322323,72059,1
32315,40.7334,-74.0047,1.21431737773e-05,628077,1
32316,40.7204,-73.993,0.000116529963138,508540,1
32317,40.761,-73.9885,5.79791490669e-05,824798,1
32321,40.7067,-74.0071,0.000146397169883,319529,1
32322,40.786,-73.9703,0.000117634145714,751502,1
32323,40.7447,-73.9782,3.06414709291e-05,909137,1
32325,40.7197,-73.9844,0.000214115870978,486112,1
32326,40.7479,-73.9739,4.47279791725e-05,456424,1
32330,40.7446,-73.974,0.00013742768331,252360,1
32332,40.711,-73.8275,4.48096587882e-05,424760,4
32335,40.6394,-73.9429,7.11351267937e-05,591837,3
32337,40.7634,-73.9596,3.10563805375e-06,67581,1
32338,40.7868,-73.9416,9.19866897006e-06,518162,1
3234,40.7678,-73.9915,0.000160621941629,638083,j
32342,40.7286,-73.9865,0.000171624189872,355783,1
32344,40.7993,-73.9688,4.23968189382e-05,813110,1
32346,40.795,-73.9415,0.00012974333287,823832,1
32350,40.8009,-73.9702,0.0001430801006,642498,1
32352,40.7431,-73.9792,8.37341094791e-05,507809,1
32358,40.8462,-73.9387,3.76125432277e-05,678591,1
3236,40.7533,-73.9683,1.57631542657e-05,41282,1
32360,40.7321,-74.008,0.00014569040212,94339,1
32363,40.7278,-73.9809,0.000152356119107,726527,1
32364,40.7784,-73.988,0.000295633540608,897609,j
32366,40.7404,-73.929,0.000112981084415,11469,4
32367,40.7248,-73.9885,9.28348343724e-05,640326,1
32368,40.7711,-73.9502,3.42460286521e-05,803781,1
32369,40.7595,-73.989,2.65537621472e-05,493000,j
32373,40.753,-73.9958,2.70795016107e-05,424982,j
32379,40.761,-73.999,6.80979413645e-05,488787,j
32381,40.7233,-73.9915,9.40837212207e-05,83793,1
32391,40.7185,-73.9827,5.49219477685e-05,515997,1
32399,40.7516,-73.969,6.64297403947e-05,300383,1
32401,40.7673,-73.9922,0.000215715181716,742223,j
32402,40.6681,-73.9552,0.000110120896263,639945,3
32405,40.7281,-73.9861,4.89736480004e-05,122819,1
32406,40.8014,-73.9663,7.841554512e-05,458061,1
32408,40.7482,-73.989,0.000154452237713,472287,1
32412,40.7796,-73.9528,8.17247990318e-05,829442,1
32415,40.7353,-73.854,0.000336445414722,845848,4
32418,40.7723,-73.951,0.000250066094243,745866,1
3242,40.7698,-73.9512,3.63195687556e-05,472493,1
32421,40.7141,-74.0096,0.000151237624607,281353,1
32422,40.7353,-73.9956,8.76602233107e-05,130921,1
32423,40.7457,-73.9785,4.84216918498e-05,491089,1
32424,40.7731,-73.948,7.62931275849e-05,76320,1
32426,40.6426,-74.0148,8.56601927674e-05,309502,3
32428,40.7739,-73.9881,0.000167932784096,557006,1
32429,40.6596,-73.9985,8.40465201176e-05,376377,3
32436,40.7413,-73.9781,6.05834324794e-05,94415,1
32438,40.7889,-73.9719,0.000126921686748,79894,1
32440,40.6822,-73.9604,7.83124719785e-05,228925,3
32444,40.7804,-73.9514,3.31375516548e-05,140437,1
32448,40.7476,-73.9742,0.000126293803479,636380,1
32451,40.7056,-74.0162,4.5963730205e-05,937758,1
32455,40.764,-73.977,4.80578039242e-05,316372,1
32456,40.7775,-73.9536,0.000153203293198,655866,1
32457,40.7469,-73.9802,0.000182356602793,123143,1
32459,40.7708,-73.9556,0.00010150368755,626340,1
32462,40.7632,-73.9783,7.9743464484e-05,2024,1
32465,40.7189,-73.9503,0.00026712871296,752155,3
32467,40.7555,-73.9695,9.33818255685e-05,749486,1
32469,40.7459,-73.9572,0.000125094416492,52121,4
32472,40.7633,-73.9785,1.3193892188e-05,243751,1
32473,40.6881,-73.9794,3.84970002531e-05,834525,3
32476,40.7957,-73.9727,4.14941212064e-05,885353,1
32478,40.7248,-73.9885,9.28348343724e-05,640326,1
32482,40.826,-73.9519,7.03553016451e-05,519235,j
32484,40.7746,-73.9554,0.000106766182885,218602,1
32485,40.7323,-73.9833,0.000138148885847,256810,1
32486,40.7669,-73.961,0.000423401446987,274260,1
32489,40.5872,-73.9879,8.11233379023e-05,864582,3
32490,40.7731,-73.948,7.62931275849e-05,76320,1
32493,40.716,-74.0036,5.57270129475e-05,793883,1
32497,40.8014,-73.9663,7.841554512e-05,458061,1
32498,40.7633,-73.9932,0.000147355261751,700747,j
325,40.7734,-73.9243,9.57179425056e-05,615093,4
32505,40.7817,-73.9497,0.000332368651274,935344,1
32506,40.7472,-73.956,0.000122496966044,621566,4
32509,40.7844,-73.9497,6.13054387737e-05,927077,1
3251,40.7782,-73.9482,4.27994016824e-05,886978,1
32512,40.7593,-73.9959,0.0002090449751,523094,j
32517,40.8261,-73.9387,5.28197015941e-05,248866,j
32518,40.7087,-73.955,0.000119446562627,215142,3
3252,40.7317,-73.9743,0.000104455446694,144778,1
32522,40.7611,-73.9989,0.000207696223856,488787,j
32525,40.7382,-73.9776,0.000314344193002,243935,1
32528,40.7047,-74.0076,0.000210057954231,384171,1
32529,40.693,-73.972,2.44592021057e-05,78723,3
3253,40.7692,-73.9873,0.000152658369062,344361,1
32530,40.6893,-73.9917,1.68745123881e-05,390043,3
32534,40.7162,-74.0095,1.41327789562e-05,465352,1
3254,40.7861,-73.9438,4.33569450431e-05,741874,1
32540,40.8226,-73.9527,9.09031739044e-05,154130,j
32542,40.7657,-73.9622,0.000143637729849,177777,1
32545,40.7053,-74.0162,0.000246148940811,775893,1
32547,40.8043,-73.9512,3.90901493952e-05,106186,1
3255,40.7637,-73.9846,0.000201754876114,690536,1
32552,40.7461,-73.9757,0.000214108469681,258018,1
32554,40.7692,-73.9596,7.57248453315e-05,873567,1
32560,40.744,-73.9994,0.000177192772538,489466,1
32563,40.7242,-73.9892,0.000131192333503,772761,1
32564,40.8532,-73.9299,0.00011491443652,92339,1
32565,40.7937,-73.9761,0.000150311001827,478273,1
32568,40.7677,-73.9834,0.00015169553171,744941,1
3257,40.6481,-73.962,1.72244700913e-05,414857,3
32571,40.7979,-73.9638,0.000248182125998,600375,1
32577,40.8007,-73.9609,0.000117961005875,156731,1
32579,40.7049,-74.0113,0.000124691347626,162722,1
32585,40.777,-73.946,4.94723608154e-05,633751,1
32587,40.7701,-73.9484,0.000313423941416,216306,1
32588,40.7065,-74.0077,0.00020651055021,420467,1
32589,40.6722,-73.9469,4.36285350442e-05,598838,3
32590,40.7476,-73.9732,4.18663176408e-05,686967,1
32591,40.7051,-74.008,0.000309860065911,791493,1
32593,40.7562,-73.9968,1.56655617448e-05,148892,j
32594,40.7913,-73.9717,0.000143194984902,788034,1
32595,40.7681,-73.9563,6.23398194285e-06,68355,1
32596,40.7346,-74.005,0.00010703565053,42454,1
32597,40.7277,-73.8601,6.71548168205e-05,127330,4
3260,40.7389,-73.9293,0.000116283721058,706134,4
32601,40.7606,-73.9914,6.70525980415e-05,150914,j
32605,40.7258,-73.9889,5.19778397434e-05,877166,1
32606,40.7678,-73.9915,0.000160621941629,638083,j
32608,40.7769,-73.951,0.000115886798578,913860,1
32610,40.7613,-73.9993,0.00041055997389,488787,j
32611,40.7299,-74.0071,2.64696924123e-05,694538,1
32615,40.7062,-74.009,0.000197981380535,507042,1
3262,40.711,-74.0051,0.000251527147539,529305,1
32620,40.5946,-73.9617,0.000196015448653,14183,3
32622,40.771,-73.9505,2.18026252778e-05,505041,1
32625,40.7301,-73.9927,0.000182247547177,324130,1
32627,40.7419,-73.9949,9.92321189562e-05,702901,1
3263,40.7868,-73.9504,7.10622502542e-05,912244,1
32631,40.6407,-73.9581,0.000158124414968,229603,3
32633,40.7648,-73.994,8.85879635991e-05,437374,j
32637,40.6822,-73.9947,0.00014056816688,84937,3
3264,40.6765,-73.9524,0.000101371943982,730140,3
32642,40.7176,-73.9975,9.18876219064e-05,216510,1
32644,40.7787,-73.9453,3.54056496249e-05,248764,1
32645,40.7808,-73.9766,1.43766149498e-05,846393,1
32647,40.7609,-73.9655,8.23899537105e-05,883141,1
32648,40.7075,-74.0059,0.000141837869982,38616,1
3265,40.7469,-73.9849,0.000145510432895,399327,1
32653,40.8214,-73.9401,9.78559281115e-05,236998,j
32654,40.7701,-73.9484,0.000313423941416,216306,1
32655,40.7074,-74.0069,0.000108312869996,873174,1
32656,40.7141,-74.0096,0.000151237624607,281353,1
32658,40.7779,-73.9515,0.000159155536771,103316,1
32659,40.7617,-73.9825,0.000209678130104,404568,1
32661,40.7756,-73.9846,0.000193561024294,769013,1
32667,40.7895,-73.949,0.000163542883332,504227,1
32668,40.7959,-73.9742,6.67615867214e-05,99817,1
32669,40.707,-74.0097,0.000326874650609,248887,1
32670,40.777,-73.9537,8.74782538733e-05,112315,1
32672,40.6925,-73.9951,0.000139385261273,379515,3
32674,40.7425,-73.9926,0.000271047030009,461996,1
32675,40.7518,-73.9944,0.000364000637443,333269,j
32680,40.7522,-74.0042,0.000148873334926,169839,j
32686,40.7279,-73.9856,5.36821157128e-05,649761,1
32688,40.7591,-73.9164,6.72670849612e-05,666634,4
3269,40.7957,-73.9705,5.16624935442e-05,166458,1
32691,40.8336,-73.9425,0.000168700678306,563940,j
32693,40.7138,-74.0102,6.63910052918e-05,914352,1
32694,40.7094,-73.8299,3.16165596155e-05,160113,4
32695,40.6993,-73.9401,4.83633821352e-05,243857,3
32696,40.6418,-73.9164,0.000182800916308,773915,3
32697,40.769,-73.9436,0.000124095943764,909371,1
32699,40.6604,-73.9429,0.000184427732642,353578,3
3270,40.747,-73.984,0.000296103355943,206872,1
32701,40.7067,-74.0072,0.000179132298243,319529,1
32704,40.742,-73.9841,0.000140832722744,373809,1
32705,40.7081,-74.0013,5.48641837682e-05,159899,1
32707,40.7404,-73.9795,4.80519040599e-05,559617,1
32709,40.7391,-73.9936,7.85076615209e-05,625918,1
32710,40.7797,-73.9446,5.19021851969e-06,283504,1
32712,40.8217,-73.9486,4.20942125936e-05,645068,j
32716,40.5915,-73.99,6.53171066271e-05,54924,3
32719,40.7995,-73.9599,9.10788298756e-05,863025,1
3272,40.8047,-73.9568,0.000119983455478,611551,1
32720,40.7347,-74.0009,7.29948339794e-05,98674,1
32721,40.7929,-73.9661,0.000363631367833,304408,1
32725,40.7307,-73.9837,0.000112399189903,379510,1
32726,40.7489,-73.9765,9.6915851071e-05,881832,1
32727,40.7937,-73.9761,0.000150311001827,478273,1
3273,40.7513,-73.9721,4.21517751475e-05,718423,1
32730,40.7323,-73.9881,3.44927467437e-05,548463,1
32732,40.7384,-73.9848,0.00013591440845,201490,1
32737,40.7753,-73.9536,0.000188986300227,738317,1
32739,40.7585,-73.9913,0.000133775940347,909733,j
32743,40.7365,-74.0049,9.2028829227e-05,357657,1
32744,40.7817,-73.9475,8.59986472079e-05,189808,1
32748,40.7419,-73.9776,0.000121228972399,562069,1
32749,40.7465,-74.0029,8.11208095001e-05,909011,j
3275,40.736,-73.9776,0.000100833836876,77159,1
32751,40.7824,-73.9805,0.00012320312218,886542,1
32752,40.7719,-73.9816,3.67882192778e-05,13880,1
32754,40.7575,-73.9625,0.000170034641877,941815,1
32757,40.7641,-73.9878,0.000157799969545,191223,1
32758,40.7032,-73.9914,5.15231415565e-05,179161,3
32759,40.7727,-73.9509,0.000105682796442,553620,1
32766,40.7735,-73.9894,0.000123394936472,358762,j
3277,40.7084,-74.0066,3.81432755094e-05,875805,1
32770,40.7231,-73.9938,9.10179693945e-05,661774,1
32772,40.631,-74.0242,8.57360073724e-05,261703,3
32776,40.726,-73.9892,1.09704599285e-05,358633,1
32777,40.7509,-73.9977,0.000101241340709,628362,j
32778,40.7067,-74.0072,0.000179132298243,319529,1
3278,40.772,-73.9595,0.000197116488734,503355,1
32780,40.7685,-73.9541,0.000106974959205,732187,1
32781,40.7434,-73.9743,6.46041511572e-05,190198,1
32782,40.7479,-73.9778,5.36613016314e-05,295465,1
32783,40.7054,-74.0095,7.57699528896e-05,936726,1
32786,40.7832,-73.9519,0.000155538012488,92877,1
32787,40.7953,-73.9667,0.000119504272457,687606,1
3279,40.7545,-73.9984,5.59357456547e-05,656310,j
32790,40.7297,-73.986,0.000145888272328,445484,1
32792,40.7388,-74.0018,0.000131400655516,911931,1
32794,40.7842,-73.948,0.000303157808101,877982,1
32797,40.7302,-73.9826,0.000155021771003,200441,1
32802,40.7929,-73.9661,0.000363631367833,304408,1
32803,40.8452,-73.9376,0.000129369156102,915288,1
32814,40.7268,-74.0002,4.22645520212e-05,442056,1
32815,40.7929,-73.9506,0.000170065574802,518022,1
32816,40.7678,-73.9869,0.000152966117172,272023,1
32817,40.7343,-73.9822,4.31056804986e-05,496582,1
3282,40.7704,-73.9557,6.54666110309e-05,561224,1
32821,40.7521,-73.9743,0.000166655356145,149805,1
32822,40.7555,-73.9668,0.000135736655468,13129,1
32823,40.7994,-73.9398,8.55688879772e-05,429240,1
32827,40.753,-73.9695,4.74179512032e-05,879572,1
32829,40.7576,-73.9677,9.52223996263e-05,376229,1
3283,40.789,-73.9479,0.000126979864566,100633,1
32830,40.7721,-73.9539,5.05682629446e-05,933029,1
32832,40.7792,-73.9464,0.000116521755314,34429,1
32835,40.6744,-73.9544,7.50657173625e-05,339078,3
32837,40.7468,-73.9818,4.59694125069e-05,465032,1
32840,40.7728,-73.9591,0.000187351908205,73587,1
32841,40.7671,-73.9529,0.000165417361612,81636,1
32842,40.7588,-73.9694,0.000277987092859,213678,1
32845,40.7389,-73.9809,5.08129321354e-05,27620,1
32846,40.7498,-73.9961,9.56185438866e-05,761929,j
32848,40.7191,-74.0109,0.000190374931465,431779,1
3285,40.7465,-73.9803,5.91097124987e-05,853127,1
32850,40.6904,-73.9167,4.20943132874e-05,463041,3
32853,40.7897,-73.9734,0.000190305624662,24776,1
32856,40.6321,-74.0284,0.000226190591603,455387,3
32864,40.7067,-74.0072,0.000179132298243,319529,1
32868,40.7664,-73.9863,4.68762809342e-05,642754,1
32870,40.7977,-73.9484,5.16588005055e-05,640624,1
32872,40.7815,-73.9471,0.000117819890943,932676,1
32874,40.6881,-73.9794,3.84970002531e-05,834525,3
32876,40.7756,-73.9846,0.000193561024294,769013,1
32877,40.8248,-73.953,0.000158042986045,323181,j
32881,40.7027,-73.9199,7.57511308453e-05,817979,3
32882,40.6936,-73.9986,8.04800823585e-05,146119,3
32884,40.7162,-73.9603,0.000289691496287,236115,3
32888,40.8219,-73.9547,0.000148202549614,38508,j
32889,40.7659,-73.9574,0.000177617011174,775713,1
3289,40.8572,-73.935,0.000285255357476,188734,1
32891,40.7802,-73.948,0.000142255586727,417973,1
32892,40.8283,-73.9218,0.000244115990021,518429,2
32893,40.7465,-73.9565,0.00024278020516,840562,4
32894,40.6805,-73.9722,0.00013886743235,917219,3
32897,40.7887,-73.9485,0.000170651164977,763451,1
32898,40.7442,-73.922,0.000151524003994,474756,4
32899,40.7998,-73.9634,0.0001470326728,202843,1
3290,40.7539,-73.9677,4.70502450565e-05,60445,1
32900,40.8303,-73.9475,0.000226442982566,268037,j
32903,40.8198,-73.9578,5.64650054174e-05,575873,j
32904,40.7559,-73.9926,0.000177766400219,859514,j
32909,40.7208,-73.9825,7.07280786924e-05,229394,1
32912,40.7788,-73.9477,3.07153629824e-05,11798,1
32913,40.7823,-73.9527,7.20664053088e-05,321719,1
32916,40.7807,-73.9849,4.96407936279e-05,208227,1
32917,40.7708,-73.9863,0.000233165288538,260256,1
32919,40.7784,-73.988,0.000295633540608,897609,j
3292,40.7556,-73.9957,0.000434704439089,207403,j
32923,40.7779,-73.9533,0.000145083709399,801077,1
32927,40.7037,-73.9894,4.98147006428e-05,73660,3
32935,40.7645,-73.984,6.17274153582e-05,628736,1
32937,40.7659,-73.8256,0.000261551775694,140984,4
32939,40.7838,-73.9535,0.000103131853246,127917,1
3294,40.7786,-73.9478,4.77473706304e-05,156011,1
32941,40.7698,-73.9839,3.74406273164e-05,120435,1
32942,40.7227,-73.9891,7.3388723873e-05,741828,1
32943,40.7131,-73.8348,0.00030593862868,594156,4
32947,40.6988,-73.9939,0.000140742142283,837101,3
32949,40.8198,-73.9578,5.64650054174e-05,575873,j
3295,40.7613,-73.9998,0.000361699954443,127452,j
32952,40.789,-73.9479,0.000126979864566,100633,1
32954,40.7449,-73.9777,0.000118861128698,865640,1
32958,40.7047,-74.0076,0.000210057954231,384171,1
32959,40.763,-73.9579,9.41604915385e-05,44063,1
3296,40.708,-74.0149,0.000233810538244,164340,1
32961,40.7643,-73.9905,0.000100694904158,586851,j
32963,40.7674,-73.9538,0.00019307541687,427484,1
32964,40.7703,-73.9536,3.41179476076e-05,687787,1
32965,40.7481,-73.9564,0.000170637836961,795157,4
32968,40.7176,-73.9531,0.000111246528322,311015,3
32974,40.7725,-73.9819,2.64250200135e-05,457450,1
32975,40.7366,-73.9934,3.07635010418e-05,71501,1
32976,40.7595,-73.989,2.65537621472e-05,493000,j
32979,40.7278,-74.0,6.44038963206e-05,431944,1
32980,40.7568,-73.9982,8.99054681735e-05,225579,j
32982,40.7084,-74.0057,9.90636925142e-05,472413,1
32984,40.7412,-73.9772,0.000295857778658,611579,1
32988,40.7242,-73.9947,0.00017974799567,97124,1
32991,40.7651,-73.9866,3.52055663196e-05,456385,1
32993,40.7768,-73.9814,0.000102880284677,849391,1
32995,40.681,-73.9587,1.47555369712e-05,129366,3
32996,40.7077,-74.0097,0.000213690751068,59088,1
32998,40.7258,-73.9889,5.19778397434e-05,877166,1
33,40.7723,-73.951,0.000250066094243,745866,1
33002,40.7473,-73.9736,0.000168057079936,13543,1
33006,40.7156,-74.0059,2.82595377281e-05,814959,1
33007,40.7705,-73.9485,9.97000556215e-05,860173,1
33010,40.7133,-73.9626,5.44327414495e-05,252036,3
33012,40.7352,-74.0055,6.48498507234e-05,380673,1
33013,40.6927,-73.986,0.000118800731655,497200,3
33014,40.7072,-74.0124,5.78917186811e-05,459795,1
33017,40.7471,-73.9416,0.00014035091873,457131,4
33019,40.7574,-73.9681,0.000131433688945,108896,1
3302,40.7141,-74.0096,0.000151237624607,281353,1
33021,40.7749,-73.9249,1.04069515731e-05,445013,4
33023,40.7746,-73.9554,0.000106766182885,218602,1
33028,40.7074,-74.007,5.22994419455e-05,207282,1
33029,40.7705,-73.931,0.000107253155544,930970,4
33034,40.7154,-74.0156,0.000258280259259,359457,1
33035,40.7347,-74.0009,7.29948339794e-05,98674,1
33037,40.7601,-73.9901,0.00010852777352,198129,j
33039,40.773,-73.9507,0.000111154420327,550023,1
3304,40.7047,-73.9124,0.000208987115753,538057,4
33040,40.698,-73.834,0.000223637826954,503197,4
33049,40.7959,-73.9742,6.67615867214e-05,99817,1
3305,40.7594,-73.9593,0.000252228934306,363501,1
33050,40.7799,-73.948,0.000135774328095,926669,1
33051,40.739,-73.9791,8.35051866265e-05,608145,1
33055,40.7612,-73.9978,3.42691705372e-05,751378,j
33063,40.7645,-73.984,6.17274153582e-05,628736,1
33066,40.7461,-73.9757,0.000214108469681,258018,1
33068,40.7252,-73.8123,8.1861958903e-05,439350,4
33071,40.7926,-73.968,3.97211985866e-05,122322,1
33072,40.7822,-73.9817,5.91217001643e-05,332006,1
33073,40.7859,-73.9715,0.000119770034262,411270,1
33074,40.7737,-73.9067,9.28616884337e-05,303586,4
33075,40.7494,-73.9875,0.000124714709195,228776,j
33076,40.8564,-73.9315,0.000228016640452,909068,1
33081,40.7417,-73.9169,2.585902051e-05,226202,4
33082,40.7601,-73.99,0.000150794140542,198129,j
33087,40.7633,-73.9628,4.01267353915e-05,235142,1
33088,40.726,-73.9892,1.09704599285e-05,358633,1
33089,40.7202,-73.9895,6.53235934632e-05,505955,1
33094,40.7703,-73.9592,0.00013282840597,288824,1
33095,40.8015,-73.9668,0.000206892544463,923652,1
33098,40.7304,-73.9829,7.39770370101e-05,533261,1
3310,40.8664,-73.9194,0.000248556312996,27023,1
33101,40.7139,-73.9448,5.11228337942e-05,80231,3
33102,40.7448,-73.9909,0.000132547072955,519618,1
33103,40.768,-73.9533,2.94404756484e-05,585940,1
33104,40.7951,-73.9676,0.000280411833918,174640,1
33106,40.6887,-73.9851,6.00853630298e-05,66785,3
33107,40.7252,-73.9947,2.58641547835e-05,230929,1
33110,40.7695,-73.9603,5.23990912061e-05,710458,1
33111,40.7842,-73.948,0.000303157808101,877982,1
33115,40.8376,-73.9443,5.52638440791e-05,593126,j
33116,40.7749,-73.9782,0.000149221901976,529433,1
33117,40.7617,-73.9899,0.000106886643435,704887,j
33120,40.7884,-73.9537,0.000178129292773,730719,1
33123,40.7515,-73.94,5.86871740408e-05,892447,4
33124,40.7633,-73.9628,4.01267353915e-05,235142,1
33129,40.8289,-73.9482,4.90660702176e-05,161042,j
33131,40.7324,-74.0081,0.000194948785785,784402,1
33134,40.7797,-73.9476,5.36330600301e-05,631303,1
33135,40.6662,-73.978,7.1991857755e-05,340410,3
33137,40.7704,-73.9557,6.54666110309e-05,561224,1
33142,40.7662,-73.8284,9.17043028751e-06,311997,4
33146,40.7227,-73.9846,8.38821634365e-05,550700,1
33156,40.8026,-73.9655,0.000165455501763,333443,1
33157,40.7777,-73.9883,0.000239365039817,903146,j
33162,40.7775,-73.9633,0.000225682543653,666960,1
33163,40.7175,-73.9521,0.000268341451548,392546,3
33165,40.757,-73.9946,0.000111993360187,252827,j
33171,40.7491,-73.9789,0.000132677886124,751645,1
33174,40.71,-74.0143,0.000141153160543,911532,1
33176,40.7711,-73.9564,6.09322380451e-05,158770,1
33177,40.7338,-74.0009,4.67503657039e-05,763564,1
33179,40.776,-73.9519,0.00011021305347,805605,1
33185,40.7261,-73.987,4.66810598595e-05,943942,1
33188,40.7243,-74.0029,9.30190772292e-05,840497,1
33191,40.7218,-73.8426,7.82731463627e-05,123591,4
33192,40.7716,-73.9483,0.000110888177181,944365,1
33194,40.7516,-73.969,6.64297403947e-05,300383,1
332,40.7266,-73.9999,9.75640256737e-05,562336,1
3320,40.7472,-73.956,0.000122496966044,621566,4
33201,40.7593,-73.9962,0.000213247932183,523094,j
33202,40.7244,-73.9942,3.71055949295e-05,7586,1
33205,40.7633,-73.9628,4.01267353915e-05,235142,1
33212,40.7268,-73.8599,3.66988268857e-05,119580,4
33215,40.7678,-73.8964,0.000103435618998,672006,4
33216,40.7621,-73.9882,0.000141316645874,371683,1
33218,40.7047,-74.0076,0.000210057954231,384171,1
33219,40.8028,-73.9647,0.000154950689774,103348,1
33220,40.7321,-74.008,0.00014569040212,94339,1
33222,40.7389,-73.9929,7.31021749668e-05,898305,1
33223,40.7806,-73.9789,0.000102753751461,221635,1
33224,40.716,-74.0036,5.57270129475e-05,793883,1
33229,40.7489,-73.9765,9.6915851071e-05,881832,1
33230,40.7416,-73.9216,0.000115371212829,191335,4
33232,40.7472,-73.9725,0.000203087620591,697455,1
33234,40.7568,-73.9942,9.41868597782e-05,861040,j
33238,40.7436,-73.9727,4.94544011795e-05,834665,1
33241,40.7107,-73.9663,2.79529804831e-05,128562,3
33242,40.7192,-73.9828,0.000150446425448,941656,1
33245,40.7028,-73.9164,0.000101584503044,118345,3
33250,40.7814,-73.9469,0.000125812361324,919790,1
33251,40.7689,-73.9681,5.03971853502e-05,865373,1
33253,40.7505,-74.0022,0.000130545806797,346201,j
3326,40.74,-73.9804,5.98742822457e-05,718316,1
33265,40.7439,-73.9779,5.95974628744e-05,520529,1
33266,40.7431,-73.9792,8.37341094791e-05,507809,1
33267,40.7565,-73.969,0.000100102929727,614311,1
33269,40.7984,-73.9632,5.3430065935e-05,582840,1
3327,40.8768,-73.8749,8.86464364239e-05,267085,2
33275,40.7698,-73.9839,3.74406273164e-05,120435,1
33276,40.803,-73.9651,0.000186231050932,203690,1
33278,40.7814,-73.9515,0.000270143515266,881372,1
3328,40.7518,-73.9398,0.000122008976296,725901,4
33285,40.7707,-73.9817,0.000374764313687,176324,1
33291,40.7081,-74.0065,0.00020944041232,208672,1
33293,40.7832,-73.9482,8.76170681094e-05,305736,1
33296,40.7563,-73.9678,1.41486214287e-05,325516,1
33299,40.7777,-73.9462,6.80936425061e-05,678670,1
333,40.742,-73.9969,3.60098355093e-05,203275,1
33301,40.6646,-73.9326,6.58716899547e-05,100799,3
33303,40.7334,-74.0047,1.21431737773e-05,628077,1
33307,40.7182,-73.9629,9.95293812454e-05,88643,3
33308,40.5839,-73.9343,5.83901052564e-05,740398,3
33312,40.7349,-73.9863,6.63370877414e-05,870468,1
33314,40.7076,-74.0077,9.24943118235e-05,819624,1
33316,40.7749,-73.9782,0.000149221901976,529433,1
3332,40.7981,-73.9685,5.21803016708e-05,94027,1
33321,40.7802,-73.9444,4.8606977068e-05,263336,1
33323,40.7061,-74.0111,5.87851795359e-05,134259,1
33324,40.7487,-73.9425,6.74373734976e-05,784700,4
33326,40.7829,-73.977,0.000150338302068,497324,1
33329,40.7387,-74.0085,0.000123591584735,695301,j
33335,40.7912,-73.9523,7.41935526807e-05,670207,1
33342,40.7239,-73.9799,4.114171311e-05,903178,1
33343,40.7611,-73.9504,0.000131284155858,699226,1
33344,40.7775,-73.9535,0.000114297304515,427983,1
33349,40.6736,-73.9659,6.83459478898e-05,160260,3
33352,40.7252,-73.9947,2.58641547835e-05,230929,1
33354,40.7394,-73.9811,0.000131924288653,688936,1
33356,40.844,-73.9404,0.000199104917366,879238,1
